strain,sex,id,replicate,drug,dose,dosecode,cells,viability
SEA/GnJ,m,BEZ_3724,4,BEZ235,0,ctrl,"B cells",102.58
SEA/GnJ,m,BEZ_3729,1,BEZ235,0.046,A,"B cells",103.35
SEA/GnJ,m,BEZ_3730,2,BEZ235,0.046,A,"B cells",95.10
SEA/GnJ,m,BEZ_3731,3,BEZ235,0.046,A,"B cells",104.13
SEA/GnJ,m,BEZ_3732,4,BEZ235,0.046,A,"B cells",88.52
SEA/GnJ,m,BEZ_3733,1,BEZ235,0.137,B,"B cells",86.32
SEA/GnJ,m,BEZ_3734,2,BEZ235,0.137,B,"B cells",107.23
SEA/GnJ,m,BEZ_3735,3,BEZ235,0.137,B,"B cells",93.55
SEA/GnJ,m,BEZ_3736,4,BEZ235,0.137,B,"B cells",95.74
SEA/GnJ,m,BEZ_3741,1,BEZ235,1.235,C,"B cells",68.39
SEA/GnJ,m,BEZ_3742,2,BEZ235,1.235,C,"B cells",76.13
SEA/GnJ,m,BEZ_3743,3,BEZ235,1.235,C,"B cells",71.48
SEA/GnJ,m,BEZ_3744,4,BEZ235,1.235,C,"B cells",71.35
SEA/GnJ,m,BEZ_3749,1,BEZ235,11.111,D,"B cells",62.58
SEA/GnJ,m,BEZ_3750,2,BEZ235,11.111,D,"B cells",68.90
SEA/GnJ,m,BEZ_3751,3,BEZ235,11.111,D,"B cells",91.35
SEA/GnJ,m,BEZ_3752,4,BEZ235,11.111,D,"B cells",78.06
SEA/GnJ,m,BEZ_3757,1,BEZ235,100,E,"B cells",78.97
SEA/GnJ,m,BEZ_3758,2,BEZ235,100,E,"B cells",107.23
SEA/GnJ,m,BEZ_3759,3,BEZ235,100,E,"B cells",93.68
SEA/GnJ,m,BEZ_3760,4,BEZ235,100,E,"B cells",93.42
SEA/GnJ,m,BEZ_3761,1,BEZ235,0,ctrl,monocytes,98.78
SEA/GnJ,m,BEZ_3762,2,BEZ235,0,ctrl,monocytes,110.84
SEA/GnJ,m,BEZ_3763,3,BEZ235,0,ctrl,monocytes,91.25
SEA/GnJ,m,BEZ_3764,4,BEZ235,0,ctrl,monocytes,99.13
SEA/GnJ,m,BEZ_3769,1,BEZ235,0.046,A,monocytes,97.34
SEA/GnJ,m,BEZ_3770,2,BEZ235,0.046,A,monocytes,110.24
SEA/GnJ,m,BEZ_3771,3,BEZ235,0.046,A,monocytes,97.46
SEA/GnJ,m,BEZ_3772,4,BEZ235,0.046,A,monocytes,101.05
SEA/GnJ,m,BEZ_3773,1,BEZ235,0.137,B,monocytes,99.61
SEA/GnJ,m,BEZ_3774,2,BEZ235,0.137,B,monocytes,108.45
SEA/GnJ,m,BEZ_3775,3,BEZ235,0.137,B,monocytes,93.88
SEA/GnJ,m,BEZ_3776,4,BEZ235,0.137,B,monocytes,104.75
SEA/GnJ,m,BEZ_3781,1,BEZ235,1.235,C,monocytes,95.07
SEA/GnJ,m,BEZ_3782,2,BEZ235,1.235,C,monocytes,90.18
SEA/GnJ,m,BEZ_3783,3,BEZ235,1.235,C,monocytes,94.00
SEA/GnJ,m,BEZ_3784,4,BEZ235,1.235,C,monocytes,83.73
SEA/GnJ,m,BEZ_3789,1,BEZ235,11.111,D,monocytes,52.31
SEA/GnJ,m,BEZ_3790,2,BEZ235,11.111,D,monocytes,87.07
SEA/GnJ,m,BEZ_3791,3,BEZ235,11.111,D,monocytes,83.25
SEA/GnJ,m,BEZ_3792,4,BEZ235,11.111,D,monocytes,74.29
SEA/GnJ,m,BEZ_3797,1,BEZ235,100,E,monocytes,26.52
SEA/GnJ,m,BEZ_3798,2,BEZ235,100,E,monocytes,48.01
SEA/GnJ,m,BEZ_3799,3,BEZ235,100,E,monocytes,49.45
SEA/GnJ,m,BEZ_3800,4,BEZ235,100,E,monocytes,58.05
SEA/GnJ,m,BEZ_3801,1,BEZ235,0,ctrl,"T cells",101.12
SEA/GnJ,m,BEZ_3802,2,BEZ235,0,ctrl,"T cells",100.18
SEA/GnJ,m,BEZ_3803,3,BEZ235,0,ctrl,"T cells",97.89
SEA/GnJ,m,BEZ_3804,4,BEZ235,0,ctrl,"T cells",100.81
SEA/GnJ,m,BEZ_3809,1,BEZ235,0.046,A,"T cells",99.77
SEA/GnJ,m,BEZ_3810,2,BEZ235,0.046,A,"T cells",99.24
SEA/GnJ,m,BEZ_3811,3,BEZ235,0.046,A,"T cells",97.16
SEA/GnJ,m,BEZ_3812,4,BEZ235,0.046,A,"T cells",98.83
SEA/GnJ,m,BEZ_3813,1,BEZ235,0.137,B,"T cells",99.04
SEA/GnJ,m,BEZ_3814,2,BEZ235,0.137,B,"T cells",101.64
SEA/GnJ,m,BEZ_3815,3,BEZ235,0.137,B,"T cells",96.64
SEA/GnJ,m,BEZ_3816,4,BEZ235,0.137,B,"T cells",99.35
SEA/GnJ,m,BEZ_3821,1,BEZ235,1.235,C,"T cells",96.43
SEA/GnJ,m,BEZ_3822,2,BEZ235,1.235,C,"T cells",95.81
SEA/GnJ,m,BEZ_3823,3,BEZ235,1.235,C,"T cells",93.83
SEA/GnJ,m,BEZ_3824,4,BEZ235,1.235,C,"T cells",91.75
SEA/GnJ,m,BEZ_3829,1,BEZ235,11.111,D,"T cells",93.00
SEA/GnJ,m,BEZ_3830,2,BEZ235,11.111,D,"T cells",94.87
SEA/GnJ,m,BEZ_3831,3,BEZ235,11.111,D,"T cells",95.70
SEA/GnJ,m,BEZ_3832,4,BEZ235,11.111,D,"T cells",93.73
SEA/GnJ,m,BEZ_3837,1,BEZ235,100,E,"T cells",89.98
SEA/GnJ,m,BEZ_3838,2,BEZ235,100,E,"T cells",98.62
SEA/GnJ,m,BEZ_3839,3,BEZ235,100,E,"T cells",95.91
SEA/GnJ,m,BEZ_3840,4,BEZ235,100,E,"T cells",95.29
SEA/GnJ,m,DOX_3721,1,doxorubicin,0,ctrl,"B cells",93.95
SEA/GnJ,m,DOX_3722,2,doxorubicin,0,ctrl,"B cells",101.59
SEA/GnJ,m,DOX_3723,3,doxorubicin,0,ctrl,"B cells",110.52
SEA/GnJ,m,DOX_3724,4,doxorubicin,0,ctrl,"B cells",93.95
SEA/GnJ,m,DOX_3729,1,doxorubicin,0.046,A,"B cells",80.69
SEA/GnJ,m,DOX_3730,2,doxorubicin,0.046,A,"B cells",90.50
SEA/GnJ,m,DOX_3731,3,doxorubicin,0.046,A,"B cells",102.74
SEA/GnJ,m,DOX_3732,4,doxorubicin,0.046,A,"B cells",71.77
SEA/GnJ,m,DOX_3733,1,doxorubicin,0.137,B,"B cells",73.93
SEA/GnJ,m,DOX_3734,2,doxorubicin,0.137,B,"B cells",97.00
SEA/GnJ,m,DOX_3735,3,doxorubicin,0.137,B,"B cells",92.29
SEA/GnJ,m,DOX_3736,4,doxorubicin,0.137,B,"B cells",56.60
SEA/GnJ,m,DOX_3741,1,doxorubicin,1.235,C,"B cells",80.18
SEA/GnJ,m,DOX_3742,2,doxorubicin,1.235,C,"B cells",79.29
SEA/GnJ,m,DOX_3743,3,doxorubicin,1.235,C,"B cells",82.09
SEA/GnJ,m,DOX_3744,4,doxorubicin,1.235,C,"B cells",51.88
SEA/GnJ,m,DOX_3749,1,doxorubicin,11.111,D,"B cells",37.35
SEA/GnJ,m,DOX_3750,2,doxorubicin,11.111,D,"B cells",40.41
SEA/GnJ,m,DOX_3751,3,doxorubicin,11.111,D,"B cells",48.31
SEA/GnJ,m,DOX_3752,4,doxorubicin,11.111,D,"B cells",26.13
SEA/GnJ,m,DOX_3757,1,doxorubicin,100,E,"B cells",17.21
SEA/GnJ,m,DOX_3758,2,doxorubicin,100,E,"B cells",27.02
SEA/GnJ,m,DOX_3759,3,doxorubicin,100,E,"B cells",21.03
SEA/GnJ,m,DOX_3760,4,doxorubicin,100,E,"B cells",25.49
SEA/GnJ,m,DOX_3761,1,doxorubicin,0,ctrl,monocytes,98.62
SEA/GnJ,m,DOX_3762,2,doxorubicin,0,ctrl,monocytes,108.74
SEA/GnJ,m,DOX_3763,3,doxorubicin,0,ctrl,monocytes,101.15
SEA/GnJ,m,DOX_3764,4,doxorubicin,0,ctrl,monocytes,91.49
SEA/GnJ,m,DOX_3769,1,doxorubicin,0.046,A,monocytes,87.70
SEA/GnJ,m,DOX_3770,2,doxorubicin,0.046,A,monocytes,90.69
SEA/GnJ,m,DOX_3771,3,doxorubicin,0.046,A,monocytes,90.11
SEA/GnJ,m,DOX_3772,4,doxorubicin,0.046,A,monocytes,90.34
SEA/GnJ,m,DOX_3773,1,doxorubicin,0.137,B,monocytes,81.61
SEA/GnJ,m,DOX_3774,2,doxorubicin,0.137,B,monocytes,80.69
SEA/GnJ,m,DOX_3775,3,doxorubicin,0.137,B,monocytes,79.54
SEA/GnJ,m,DOX_3776,4,doxorubicin,0.137,B,monocytes,78.16
SEA/GnJ,m,DOX_3781,1,doxorubicin,1.235,C,monocytes,85.40
SEA/GnJ,m,DOX_3782,2,doxorubicin,1.235,C,monocytes,52.30
SEA/GnJ,m,DOX_3783,3,doxorubicin,1.235,C,monocytes,72.87
SEA/GnJ,m,DOX_3784,4,doxorubicin,1.235,C,monocytes,64.83
SEA/GnJ,m,DOX_3789,1,doxorubicin,11.111,D,monocytes,33.68
SEA/GnJ,m,DOX_3790,2,doxorubicin,11.111,D,monocytes,43.22
SEA/GnJ,m,DOX_3791,3,doxorubicin,11.111,D,monocytes,33.22
SEA/GnJ,m,DOX_3792,4,doxorubicin,11.111,D,monocytes,28.74
SEA/GnJ,m,DOX_3797,1,doxorubicin,100,E,monocytes,22.99
SEA/GnJ,m,DOX_3798,2,doxorubicin,100,E,monocytes,21.26
SEA/GnJ,m,DOX_3799,3,doxorubicin,100,E,monocytes,34.14
SEA/GnJ,m,DOX_3800,4,doxorubicin,100,E,monocytes,42.87
SEA/GnJ,m,DOX_3801,1,doxorubicin,0,ctrl,"T cells",100.13
SEA/GnJ,m,DOX_3802,2,doxorubicin,0,ctrl,"T cells",100.34
SEA/GnJ,m,DOX_3803,3,doxorubicin,0,ctrl,"T cells",100.24
SEA/GnJ,m,DOX_3804,4,doxorubicin,0,ctrl,"T cells",99.29
SEA/GnJ,m,DOX_3809,1,doxorubicin,0.046,A,"T cells",98.55
SEA/GnJ,m,DOX_3810,2,doxorubicin,0.046,A,"T cells",92.12
SEA/GnJ,m,DOX_3811,3,doxorubicin,0.046,A,"T cells",97.60
SEA/GnJ,m,DOX_3812,4,doxorubicin,0.046,A,"T cells",96.65
SEA/GnJ,m,DOX_3813,1,doxorubicin,0.137,B,"T cells",101.92
SEA/GnJ,m,DOX_3814,2,doxorubicin,0.137,B,"T cells",93.39
SEA/GnJ,m,DOX_3815,3,doxorubicin,0.137,B,"T cells",97.18
SEA/GnJ,m,DOX_3816,4,doxorubicin,0.137,B,"T cells",95.07
SEA/GnJ,m,DOX_3821,1,doxorubicin,1.235,C,"T cells",97.39
SEA/GnJ,m,DOX_3822,2,doxorubicin,1.235,C,"T cells",95.18
SEA/GnJ,m,DOX_3823,3,doxorubicin,1.235,C,"T cells",97.39
SEA/GnJ,m,DOX_3824,4,doxorubicin,1.235,C,"T cells",95.49
SEA/GnJ,m,DOX_3829,1,doxorubicin,11.111,D,"T cells",95.70
SEA/GnJ,m,DOX_3830,2,doxorubicin,11.111,D,"T cells",95.28
SEA/GnJ,m,DOX_3831,3,doxorubicin,11.111,D,"T cells",95.07
SEA/GnJ,m,DOX_3832,4,doxorubicin,11.111,D,"T cells",95.18
SEA/GnJ,m,DOX_3837,1,doxorubicin,100,E,"T cells",92.86
SEA/GnJ,m,DOX_3838,2,doxorubicin,100,E,"T cells",94.97
SEA/GnJ,m,DOX_3839,3,doxorubicin,100,E,"T cells",96.34
SEA/GnJ,m,DOX_3840,4,doxorubicin,100,E,"T cells",98.23
SEA/GnJ,m,IDA_3721,1,idarubicin,0,ctrl,"B cells",111.22
SEA/GnJ,m,IDA_3722,2,idarubicin,0,ctrl,"B cells",110.84
SEA/GnJ,m,IDA_3723,3,idarubicin,0,ctrl,"B cells",110.21
SEA/GnJ,m,IDA_3724,4,idarubicin,0,ctrl,"B cells",67.72
SEA/GnJ,m,IDA_3729,1,idarubicin,0.046,A,"B cells",83.86
SEA/GnJ,m,IDA_3730,2,idarubicin,0.046,A,"B cells",102.40
SEA/GnJ,m,IDA_3731,3,idarubicin,0.046,A,"B cells",106.05
SEA/GnJ,m,IDA_3732,4,idarubicin,0.046,A,"B cells",70.24
SEA/GnJ,m,IDA_3733,1,idarubicin,0.137,B,"B cells",75.79
SEA/GnJ,m,IDA_3734,2,idarubicin,0.137,B,"B cells",106.81
SEA/GnJ,m,IDA_3735,3,idarubicin,0.137,B,"B cells",103.28
SEA/GnJ,m,IDA_3736,4,idarubicin,0.137,B,"B cells",53.85
SEA/GnJ,m,IDA_3741,1,idarubicin,1.235,C,"B cells",46.28
SEA/GnJ,m,IDA_3742,2,idarubicin,1.235,C,"B cells",84.62
SEA/GnJ,m,IDA_3743,3,idarubicin,1.235,C,"B cells",81.34
SEA/GnJ,m,IDA_3744,4,idarubicin,1.235,C,"B cells",29.13
SEA/GnJ,m,IDA_3749,1,idarubicin,11.111,D,"B cells",5.55
SEA/GnJ,m,IDA_3750,2,idarubicin,11.111,D,"B cells",19.92
SEA/GnJ,m,IDA_3751,3,idarubicin,11.111,D,"B cells",29.26
SEA/GnJ,m,IDA_3752,4,idarubicin,11.111,D,"B cells",3.04
SEA/GnJ,m,IDA_3757,1,idarubicin,100,E,"B cells",0.53
SEA/GnJ,m,IDA_3758,2,idarubicin,100,E,"B cells",0.68
SEA/GnJ,m,IDA_3759,3,idarubicin,100,E,"B cells",0.50
SEA/GnJ,m,IDA_3760,4,idarubicin,100,E,"B cells",0.38
SEA/GnJ,m,IDA_3761,1,idarubicin,0,ctrl,monocytes,100.92
SEA/GnJ,m,IDA_3762,2,idarubicin,0,ctrl,monocytes,106.65
SEA/GnJ,m,IDA_3763,3,idarubicin,0,ctrl,monocytes,95.41
SEA/GnJ,m,IDA_3764,4,idarubicin,0,ctrl,monocytes,97.02
SEA/GnJ,m,IDA_3769,1,idarubicin,0.046,A,monocytes,98.97
SEA/GnJ,m,IDA_3770,2,idarubicin,0.046,A,monocytes,104.24
SEA/GnJ,m,IDA_3771,3,idarubicin,0.046,A,monocytes,98.39
SEA/GnJ,m,IDA_3772,4,idarubicin,0.046,A,monocytes,99.77
SEA/GnJ,m,IDA_3773,1,idarubicin,0.137,B,monocytes,92.78
SEA/GnJ,m,IDA_3774,2,idarubicin,0.137,B,monocytes,101.95
SEA/GnJ,m,IDA_3775,3,idarubicin,0.137,B,monocytes,93.58
SEA/GnJ,m,IDA_3776,4,idarubicin,0.137,B,monocytes,93.00
SEA/GnJ,m,IDA_3781,1,idarubicin,1.235,C,monocytes,57.57
SEA/GnJ,m,IDA_3782,2,idarubicin,1.235,C,monocytes,57.68
SEA/GnJ,m,IDA_3783,3,idarubicin,1.235,C,monocytes,65.02
SEA/GnJ,m,IDA_3784,4,idarubicin,1.235,C,monocytes,54.82
SEA/GnJ,m,IDA_3789,1,idarubicin,11.111,D,monocytes,26.61
SEA/GnJ,m,IDA_3790,2,idarubicin,11.111,D,monocytes,33.49
SEA/GnJ,m,IDA_3791,3,idarubicin,11.111,D,monocytes,51.72
SEA/GnJ,m,IDA_3792,4,idarubicin,11.111,D,monocytes,23.62
SEA/GnJ,m,IDA_3797,1,idarubicin,100,E,monocytes,30.16
SEA/GnJ,m,IDA_3798,2,idarubicin,100,E,monocytes,60.32
SEA/GnJ,m,IDA_3799,3,idarubicin,100,E,monocytes,63.30
SEA/GnJ,m,IDA_3800,4,idarubicin,100,E,monocytes,25.46
SEA/GnJ,m,IDA_3801,1,idarubicin,0,ctrl,"T cells",101.44
SEA/GnJ,m,IDA_3802,2,idarubicin,0,ctrl,"T cells",101.44
SEA/GnJ,m,IDA_3803,3,idarubicin,0,ctrl,"T cells",99.24
SEA/GnJ,m,IDA_3804,4,idarubicin,0,ctrl,"T cells",97.88
SEA/GnJ,m,IDA_3809,1,idarubicin,0.046,A,"T cells",98.82
SEA/GnJ,m,IDA_3810,2,idarubicin,0.046,A,"T cells",100.71
SEA/GnJ,m,IDA_3811,3,idarubicin,0.046,A,"T cells",98.72
SEA/GnJ,m,IDA_3812,4,idarubicin,0.046,A,"T cells",98.20
SEA/GnJ,m,IDA_3813,1,idarubicin,0.137,B,"T cells",98.51
SEA/GnJ,m,IDA_3814,2,idarubicin,0.137,B,"T cells",100.81
SEA/GnJ,m,IDA_3815,3,idarubicin,0.137,B,"T cells",98.93
SEA/GnJ,m,IDA_3816,4,idarubicin,0.137,B,"T cells",96.53
SEA/GnJ,m,IDA_3821,1,idarubicin,1.235,C,"T cells",93.91
SEA/GnJ,m,IDA_3822,2,idarubicin,1.235,C,"T cells",93.50
SEA/GnJ,m,IDA_3823,3,idarubicin,1.235,C,"T cells",95.17
SEA/GnJ,m,IDA_3824,4,idarubicin,1.235,C,"T cells",93.18
SEA/GnJ,m,IDA_3829,1,idarubicin,11.111,D,"T cells",7.66
SEA/GnJ,m,IDA_3830,2,idarubicin,11.111,D,"T cells",55.05
SEA/GnJ,m,IDA_3831,3,idarubicin,11.111,D,"T cells",32.80
SEA/GnJ,m,IDA_3832,4,idarubicin,11.111,D,"T cells",6.63
SEA/GnJ,m,IDA_3837,1,idarubicin,100,E,"T cells",1.27
SEA/GnJ,m,IDA_3838,2,idarubicin,100,E,"T cells",1.72
SEA/GnJ,m,IDA_3839,3,idarubicin,100,E,"T cells",1.32
SEA/GnJ,m,IDA_3840,4,idarubicin,100,E,"T cells",0.37
SEA/GnJ,m,SEL_3721,1,selumetinib,0,ctrl,"B cells",82.60
SEA/GnJ,m,SEL_3722,2,selumetinib,0,ctrl,"B cells",96.18
SEA/GnJ,m,SEL_3723,3,selumetinib,0,ctrl,"B cells",127.90
SEA/GnJ,m,SEL_3724,4,selumetinib,0,ctrl,"B cells",93.32
SEA/GnJ,m,SEL_3729,1,selumetinib,0.046,A,"B cells",81.60
SEA/GnJ,m,SEL_3730,2,selumetinib,0.046,A,"B cells",91.18
SEA/GnJ,m,SEL_3731,3,selumetinib,0.046,A,"B cells",111.61
SEA/GnJ,m,SEL_3732,4,selumetinib,0.046,A,"B cells",78.60
SEA/GnJ,m,SEL_3733,1,selumetinib,0.137,B,"B cells",83.17
SEA/GnJ,m,SEL_3734,2,selumetinib,0.137,B,"B cells",88.46
SEA/GnJ,m,SEL_3735,3,selumetinib,0.137,B,"B cells",105.04
SEA/GnJ,m,SEL_3736,4,selumetinib,0.137,B,"B cells",87.17
SEA/GnJ,m,SEL_3741,1,selumetinib,1.235,C,"B cells",109.75
SEA/GnJ,m,SEL_3742,2,selumetinib,1.235,C,"B cells",104.47
SEA/GnJ,m,SEL_3743,3,selumetinib,1.235,C,"B cells",98.18
SEA/GnJ,m,SEL_3744,4,selumetinib,1.235,C,"B cells",101.04
SEA/GnJ,m,SEL_3749,1,selumetinib,11.111,D,"B cells",119.47
SEA/GnJ,m,SEL_3750,2,selumetinib,11.111,D,"B cells",93.89
SEA/GnJ,m,SEL_3751,3,selumetinib,11.111,D,"B cells",81.74
SEA/GnJ,m,SEL_3752,4,selumetinib,11.111,D,"B cells",70.74
SEA/GnJ,m,SEL_3757,1,selumetinib,100,E,"B cells",96.18
SEA/GnJ,m,SEL_3758,2,selumetinib,100,E,"B cells",95.89
SEA/GnJ,m,SEL_3759,3,selumetinib,100,E,"B cells",71.74
SEA/GnJ,m,SEL_3760,4,selumetinib,100,E,"B cells",85.03
SEA/GnJ,m,SEL_3761,1,selumetinib,0,ctrl,monocytes,103.04
SEA/GnJ,m,SEL_3762,2,selumetinib,0,ctrl,monocytes,96.79
SEA/GnJ,m,SEL_3763,3,selumetinib,0,ctrl,monocytes,98.44
SEA/GnJ,m,SEL_3764,4,selumetinib,0,ctrl,monocytes,101.74
SEA/GnJ,m,SEL_3769,1,selumetinib,0.046,A,monocytes,103.63
SEA/GnJ,m,SEL_3770,2,selumetinib,0.046,A,monocytes,99.26
SEA/GnJ,m,SEL_3771,3,selumetinib,0.046,A,monocytes,94.78
SEA/GnJ,m,SEL_3772,4,selumetinib,0.046,A,monocytes,94.78
SEA/GnJ,m,SEL_3773,1,selumetinib,0.137,B,monocytes,101.39
SEA/GnJ,m,SEL_3774,2,selumetinib,0.137,B,monocytes,109.76
SEA/GnJ,m,SEL_3775,3,selumetinib,0.137,B,monocytes,80.17
SEA/GnJ,m,SEL_3776,4,selumetinib,0.137,B,monocytes,109.40
SEA/GnJ,m,SEL_3781,1,selumetinib,1.235,C,monocytes,105.98
SEA/GnJ,m,SEL_3782,2,selumetinib,1.235,C,monocytes,106.10
SEA/GnJ,m,SEL_3783,3,selumetinib,1.235,C,monocytes,107.99
SEA/GnJ,m,SEL_3784,4,selumetinib,1.235,C,monocytes,95.02
SEA/GnJ,m,SEL_3789,1,selumetinib,11.111,D,monocytes,103.51
SEA/GnJ,m,SEL_3790,2,selumetinib,11.111,D,monocytes,97.49
SEA/GnJ,m,SEL_3791,3,selumetinib,11.111,D,monocytes,93.60
SEA/GnJ,m,SEL_3792,4,selumetinib,11.111,D,monocytes,76.98
SEA/GnJ,m,SEL_3797,1,selumetinib,100,E,monocytes,72.97
SEA/GnJ,m,SEL_3798,2,selumetinib,100,E,monocytes,77.34
SEA/GnJ,m,SEL_3799,3,selumetinib,100,E,monocytes,82.88
SEA/GnJ,m,SEL_3800,4,selumetinib,100,E,monocytes,90.89
SEA/GnJ,m,SEL_3801,1,selumetinib,0,ctrl,"T cells",99.26
SEA/GnJ,m,SEL_3802,2,selumetinib,0,ctrl,"T cells",99.15
SEA/GnJ,m,SEL_3803,3,selumetinib,0,ctrl,"T cells",101.16
SEA/GnJ,m,SEL_3804,4,selumetinib,0,ctrl,"T cells",100.42
SEA/GnJ,m,SEL_3809,1,selumetinib,0.046,A,"T cells",100.00
SEA/GnJ,m,SEL_3810,2,selumetinib,0.046,A,"T cells",100.53
SEA/GnJ,m,SEL_3811,3,selumetinib,0.046,A,"T cells",99.47
SEA/GnJ,m,SEL_3812,4,selumetinib,0.046,A,"T cells",98.84
SEA/GnJ,m,SEL_3813,1,selumetinib,0.137,B,"T cells",101.06
SEA/GnJ,m,SEL_3814,2,selumetinib,0.137,B,"T cells",101.16
SEA/GnJ,m,SEL_3815,3,selumetinib,0.137,B,"T cells",97.99
SEA/GnJ,m,SEL_3816,4,selumetinib,0.137,B,"T cells",100.74
SEA/GnJ,m,SEL_3821,1,selumetinib,1.235,C,"T cells",101.69
SEA/GnJ,m,SEL_3822,2,selumetinib,1.235,C,"T cells",102.43
SEA/GnJ,m,SEL_3823,3,selumetinib,1.235,C,"T cells",100.32
SEA/GnJ,m,SEL_3824,4,selumetinib,1.235,C,"T cells",101.37
SEA/GnJ,m,SEL_3829,1,selumetinib,11.111,D,"T cells",103.49
SEA/GnJ,m,SEL_3830,2,selumetinib,11.111,D,"T cells",99.89
SEA/GnJ,m,SEL_3831,3,selumetinib,11.111,D,"T cells",98.94
SEA/GnJ,m,SEL_3832,4,selumetinib,11.111,D,"T cells",95.24
SEA/GnJ,m,SEL_3837,1,selumetinib,100,E,"T cells",96.93
SEA/GnJ,m,SEL_3838,2,selumetinib,100,E,"T cells",96.30
SEA/GnJ,m,SEL_3839,3,selumetinib,100,E,"T cells",95.67
SEA/GnJ,m,SEL_3840,4,selumetinib,100,E,"T cells",97.78
SJL/J,m,BEZ_3841,1,BEZ235,0,ctrl,"B cells",137.70
SJL/J,m,BEZ_3842,2,BEZ235,0,ctrl,"B cells",75.41
SJL/J,m,BEZ_3843,3,BEZ235,0,ctrl,"B cells",125.90
SJL/J,m,BEZ_3844,4,BEZ235,0,ctrl,"B cells",60.98
SJL/J,m,BEZ_3849,1,BEZ235,0.046,A,"B cells",89.51
SJL/J,m,BEZ_3850,2,BEZ235,0.046,A,"B cells",100.98
SJL/J,m,BEZ_3851,3,BEZ235,0.046,A,"B cells",113.11
SJL/J,m,BEZ_3852,4,BEZ235,0.046,A,"B cells",108.85
SJL/J,m,BEZ_3853,1,BEZ235,0.137,B,"B cells",96.39
SJL/J,m,BEZ_3854,2,BEZ235,0.137,B,"B cells",91.80
SJL/J,m,BEZ_3855,3,BEZ235,0.137,B,"B cells",152.46
SJL/J,m,BEZ_3856,4,BEZ235,0.137,B,"B cells",93.44
SJL/J,m,BEZ_3861,1,BEZ235,1.235,C,"B cells",60.00
SJL/J,m,BEZ_3862,2,BEZ235,1.235,C,"B cells",119.02
SJL/J,m,BEZ_3863,3,BEZ235,1.235,C,"B cells",123.61
SJL/J,m,BEZ_3864,4,BEZ235,1.235,C,"B cells",68.85
SJL/J,m,BEZ_3869,1,BEZ235,11.111,D,"B cells",77.38
SJL/J,m,BEZ_3870,2,BEZ235,11.111,D,"B cells",48.85
SJL/J,m,BEZ_3871,3,BEZ235,11.111,D,"B cells",123.28
SJL/J,m,BEZ_3872,4,BEZ235,11.111,D,"B cells",59.67
SJL/J,m,BEZ_3877,1,BEZ235,100,E,"B cells",174.43
SJL/J,m,BEZ_3878,2,BEZ235,100,E,"B cells",129.51
SJL/J,m,BEZ_3879,3,BEZ235,100,E,"B cells",148.20
SJL/J,m,BEZ_3880,4,BEZ235,100,E,"B cells",105.25
SJL/J,m,BEZ_3881,1,BEZ235,0,ctrl,monocytes,95.51
SJL/J,m,BEZ_3882,2,BEZ235,0,ctrl,monocytes,95.38
SJL/J,m,BEZ_3883,3,BEZ235,0,ctrl,monocytes,112.27
SJL/J,m,BEZ_3884,4,BEZ235,0,ctrl,monocytes,96.83
SJL/J,m,BEZ_3889,1,BEZ235,0.046,A,monocytes,90.11
SJL/J,m,BEZ_3890,2,BEZ235,0.046,A,monocytes,86.68
SJL/J,m,BEZ_3891,3,BEZ235,0.046,A,monocytes,94.46
SJL/J,m,BEZ_3892,4,BEZ235,0.046,A,monocytes,95.91
SJL/J,m,BEZ_3893,1,BEZ235,0.137,B,monocytes,85.49
SJL/J,m,BEZ_3894,2,BEZ235,0.137,B,monocytes,84.83
SJL/J,m,BEZ_3895,3,BEZ235,0.137,B,monocytes,108.71
SJL/J,m,BEZ_3896,4,BEZ235,0.137,B,monocytes,87.60
SJL/J,m,BEZ_3901,1,BEZ235,1.235,C,monocytes,76.91
SJL/J,m,BEZ_3902,2,BEZ235,1.235,C,monocytes,116.75
SJL/J,m,BEZ_3903,3,BEZ235,1.235,C,monocytes,113.98
SJL/J,m,BEZ_3904,4,BEZ235,1.235,C,monocytes,94.59
SJL/J,m,BEZ_3909,1,BEZ235,11.111,D,monocytes,78.63
SJL/J,m,BEZ_3910,2,BEZ235,11.111,D,monocytes,61.87
SJL/J,m,BEZ_3911,3,BEZ235,11.111,D,monocytes,85.36
SJL/J,m,BEZ_3912,4,BEZ235,11.111,D,monocytes,87.99
SJL/J,m,BEZ_3917,1,BEZ235,100,E,monocytes,54.75
SJL/J,m,BEZ_3918,2,BEZ235,100,E,monocytes,35.88
SJL/J,m,BEZ_3919,3,BEZ235,100,E,monocytes,57.78
SJL/J,m,BEZ_3920,4,BEZ235,100,E,monocytes,60.95
SJL/J,m,BEZ_3921,1,BEZ235,0,ctrl,"T cells",102.97
SJL/J,m,BEZ_3922,2,BEZ235,0,ctrl,"T cells",95.39
SJL/J,m,BEZ_3923,3,BEZ235,0,ctrl,"T cells",105.11
SJL/J,m,BEZ_3924,4,BEZ235,0,ctrl,"T cells",96.52
SJL/J,m,BEZ_3929,1,BEZ235,0.046,A,"T cells",93.02
SJL/J,m,BEZ_3930,2,BEZ235,0.046,A,"T cells",95.06
SJL/J,m,BEZ_3931,3,BEZ235,0.046,A,"T cells",99.80
SJL/J,m,BEZ_3932,4,BEZ235,0.046,A,"T cells",101.95
